,Tweet,cleanedTweets
325,"We honor the memory of the victims of the plane crash near #Smolensk, which took the lives of President Lech Kaczyński &amp; 🇵🇱 elite representatives 12 years ago. Today, we stand in solidarity with 🇵🇱 friends &amp; allies, who stand with 🇺🇦 against Russian aggression. #smolenskpamietamy","We honor the memory of the victims of the plane crash near Smolensk, which took the lives of President Lech Kaczyński &amp; 🇵🇱 elite representatives 12 years ago. Today, we stand in solidarity with 🇵🇱 friends &amp; allies, who stand with 🇺🇦 against Russian aggression. smolenskpamietamy"
326,"Had a phone conversation with @OlafScholz. We emphasized that all perpetrators of war crimes must be identified and punished. We also discussed anti-Russian sanctions, defense and financial support for Ukraine.","Had a phone conversation with . We emphasized that all perpetrators of war crimes must be identified and punished. We also discussed anti-Russian sanctions, defense and financial support for Ukraine."
327,"Had a phone conversation with @JustinTrudeau. Thanked for supporting the #StandUpForUkraine initiative, for CAD 1 billion of financial assistance and USD 500 million of additional defensive support. Stronger together!","Had a phone conversation with . Thanked for supporting the StandUpForUkraine initiative, for CAD 1 billion of financial assistance and USD 500 million of additional defensive support. Stronger together!"
328,"Sincere thanks to @vonderleyen, @JustinTrudeau, @GlblCtzn for supporting 🇺🇦, millions of Ukrainians. The #StandUpForUkraine initiative has already raised $10+ bn. This is a huge contribution to 🇺🇦's support after 🇷🇺 invasion. Grateful to everyone who joins. Let's do it together!","Sincere thanks to , ,  for supporting 🇺🇦, millions of Ukrainians. The StandUpForUkraine initiative has already raised $10+ bn. This is a huge contribution to 🇺🇦's support after 🇷🇺 invasion. Grateful to everyone who joins. Let's do it together!"
329,Suspending RF’s participation in the @UN_HRC is an important step. This is another punishment for RF’s aggression against 🇺🇦.  Grateful for the partners’ solidarity. We must continue coordinated pressure on RF at all international forums. Let's force RF to seek peace together!,Suspending RF’s participation in the  is an important step. This is another punishment for RF’s aggression against 🇺🇦.  Grateful for the partners’ solidarity. We must continue coordinated pressure on RF at all international forums. Let's force RF to seek peace together!
330,"Russian atrocities in the Kyiv region must be investigated and Russia itself must face new painful sanctions. Discussed that with @EmmanuelMacron. We also talked about negotiations and humanitarian aid to the blocked 🇺🇦 cities. Thank you, my friend, for your principled position.","Russian atrocities in the Kyiv region must be investigated and Russia itself must face new painful sanctions. Discussed that with . We also talked about negotiations and humanitarian aid to the blocked 🇺🇦 cities. Thank you, my friend, for your principled position."
331,Had a conversation with 🇦🇹 Federal Chancellor @karlnehammer. Discussed the course of 🇺🇦 people's repulse of 🇷🇺 aggression. Informed about the heinous crimes of the aggressor in the Kyiv region. We both agree that this evil must be punished! Thanked 🇦🇹 for supporting our state.,Had a conversation with 🇦🇹 Federal Chancellor . Discussed the course of 🇺🇦 people's repulse of 🇷🇺 aggression. Informed about the heinous crimes of the aggressor in the Kyiv region. We both agree that this evil must be punished! Thanked 🇦🇹 for supporting our state.
332,Negotiated with President of the 🇪🇺 Commission @vonderleyen. Informed about inhumane crimes of the aggressor in the suburbs of Kyiv. Agreed - all guilty must be punished! Appreciate the EU's readiness to provide financial &amp; technical support to the relevant JIT #StopRussia,Negotiated with President of the 🇪🇺 Commission . Informed about inhumane crimes of the aggressor in the suburbs of Kyiv. Agreed - all guilty must be punished! Appreciate the EU's readiness to provide financial &amp; technical support to the relevant JIT StopRussia
333,"Talked to @BorisJohnson again. The United Kingdom is our powerful ally. Discussed the defensive support for 🇺🇦, intensification of anti-Russian sanctions and post-war security guarantees. We look forward to the donors' conference for Ukraine.","Talked to  again. The United Kingdom is our powerful ally. Discussed the defensive support for 🇺🇦, intensification of anti-Russian sanctions and post-war security guarantees. We look forward to the donors' conference for Ukraine."
334,I'm happy to contact @IvanDuque. I am grateful to Colombia for its humanitarian assistance and consolidation of South American countries in support of Ukraine.  We agreed to start joint economic and defensive projects after the war.,I'm happy to contact . I am grateful to Colombia for its humanitarian assistance and consolidation of South American countries in support of Ukraine.  We agreed to start joint economic and defensive projects after the war.
335,"Held talks with 🇱🇻 President Egils Levits. Reported on the course of countering Russian aggression, its war crimes. Agreed: all guilty must be punished! Grateful for the great support from 🇱🇻 people. Appreciate every reliable friend &amp; ally in the fight against Russian aggression!","Held talks with 🇱🇻 President Egils Levits. Reported on the course of countering Russian aggression, its war crimes. Agreed: all guilty must be punished! Grateful for the great support from 🇱🇻 people. Appreciate every reliable friend &amp; ally in the fight against Russian aggression!"
336,"Continued talks with 🇫🇷 President @EmmanuelMacron. Told about countering Russian aggression.  Discussed the negotiation process - the course and prospects, the importance of security guarantees.  The initiative of 🇫🇷 on humanitarian corridors from Mariupol must be implemented!","Continued talks with 🇫🇷 President . Told about countering Russian aggression.  Discussed the negotiation process - the course and prospects, the importance of security guarantees.  The initiative of 🇫🇷 on humanitarian corridors from Mariupol must be implemented!"
337,"Had another conversation with a real friend of 🇺🇦, President of 🇹🇷 @RTErdogan. Noted the high level of organization of negotiations of delegations in Istanbul. Agreed on further steps towards peace. Thanked for the readiness of 🇹🇷 to become the guarantor of security of our state!","Had another conversation with a real friend of 🇺🇦, President of 🇹🇷 . Noted the high level of organization of negotiations of delegations in Istanbul. Agreed on further steps towards peace. Thanked for the readiness of 🇹🇷 to become the guarantor of security of our state!"
338,"Held regular talks with President of the European Council @eucopresident. Discussed key issues for us - the negotiation process with Russia, the prospects of restoring peace, as well as 🇺🇦's movement to 🇪🇺 membership. I appreciate the support from our 🇪🇺 partners and friends!","Held regular talks with President of the European Council . Discussed key issues for us - the negotiation process with Russia, the prospects of restoring peace, as well as 🇺🇦's movement to 🇪🇺 membership. I appreciate the support from our 🇪🇺 partners and friends!"
